SYNPCC7942_2569-MONOMER	SYNPCC7942_2569	Q31K20	orotidine 5'-phosphate decarboxylase	PyrF
SYNPCC7942_2439-MONOMER	SYNPCC7942_2439	Q31KF0	beta-carotene hydroxylase	CrtZ
SYNPCC7942_1714-MONOMER	SYNPCC7942_1714	Q31MH5	Homoserine O-acetyltransferase	MetX
SYNPCC7942_2438-MONOMER	SYNPCC7942_2438	Q31KF1	putative CheA signal transduction histidine kinases, no good domain identification	
SYNPCC7942_1713-MONOMER	SYNPCC7942_1713	Q31MH6	probable hydrocarbon oxygenase MocD	MocD
SYNPCC7942_2437-MONOMER	SYNPCC7942_2437	Q31KF2	isoleucyl-tRNA synthetase	IleS
SYNPCC7942_1712-MONOMER	SYNPCC7942_1712	Q31MH7	conserved hypothetical protein	
SYNPCC7942_2436-MONOMER	SYNPCC7942_2436	Q31KF3	peptide methionine sulfoxide reductase	
SYNPCC7942_1711-MONOMER	SYNPCC7942_1711	Q31MH8	conserved hypothetical protein	
SYNPCC7942_2435-MONOMER	SYNPCC7942_2435	Q31KF4	conserved hypothetical protein	
SYNPCC7942_1710-MONOMER	SYNPCC7942_1710	Q31MH9	RNA polymerase subunit omega (rpoZ)	RpoZ
SYNPCC7942_2434-MONOMER	SYNPCC7942_2434	Q31KF5	acetolactate synthase, small subunit	IlvN
SYNPCC7942_1709-MONOMER	SYNPCC7942_1709	Q31MI0	Small GTP-binding protein domain	
SYNPCC7942_2433-MONOMER	SYNPCC7942_2433	Q31KF6	conserved hypothetical protein	
SYNPCC7942_1708-MONOMER	SYNPCC7942_1708	Q31MI1	Oligopeptidase A	OpdA
SYNPCC7942_2432-MONOMER	SYNPCC7942_2432	Q31KF7	conserved hypothetical protein	
SYNPCC7942_1707-MONOMER	SYNPCC7942_1707	Q31MI2	cell division protein Ftn6	
SYNPCC7942_2431-MONOMER	SYNPCC7942_2431	Q31KF8	conserved hypothetical protein	
SYNPCC7942_1706-MONOMER	SYNPCC7942_1706	Q31MI3	conserved hypothetical protein	
SYNPCC7942_2430-MONOMER	SYNPCC7942_2430	Q31KF9	tRNA (guanine-N(2)-)-methyltransferase	
SYNPCC7942_1705-MONOMER	SYNPCC7942_1705	Q31MI4	PsbI	photosystem II PsbI protein
SYNPCC7942_2429-MONOMER	SYNPCC7942_2429	Q31KG0	biopolymer transport ExbB like protein	ExbB
SYNPCC7942_1704-MONOMER	SYNPCC7942_1704	Q31MI5	conserved hypothetical protein	
SYNPCC7942_2428-MONOMER	SYNPCC7942_2428	Q31KG1	biopolymer transport ExbD like protein	ExbD
SYNPCC7942_1703-MONOMER	SYNPCC7942_1703	Q31MI6	&alpha;-mannosidase	
SYNPCC7942_2427-MONOMER	SYNPCC7942_2427	Q31KG2	3-mercaptopyruvate sulfurtransferase	SseA
SYNPCC7942_1702-MONOMER	SYNPCC7942_1702	Q31MI7	conserved hypothetical protein	
SYNPCC7942_2426-MONOMER	SYNPCC7942_2426	Q31KG3	PetM	cytochrome b6-f complex subunit PetM
SYNPCC7942_1701-MONOMER	SYNPCC7942_1701	Q31MI8	conserved hypothetical protein	
SYNPCC7942_2425-MONOMER	SYNPCC7942_2425	Q31KG4	chaperon-like protein for quinone binding in photosystem II	
SYNPCC7942_1700-MONOMER	SYNPCC7942_1700	Q31MI9	GDP-fucose synthetase NAD dependent epimerase/dehydratase	WcaG
SYNPCC7942_2424-MONOMER	SYNPCC7942_2424	Q31KG5	conserved hypothetical protein	
SYNPCC7942_1699-MONOMER	SYNPCC7942_1699	Q31MJ0	multidrug and toxic compound transporter	
SYNPCC7942_2423-MONOMER	SYNPCC7942_2423	Q31KG6	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	MnmG
SYNPCC7942_1698-MONOMER	SYNPCC7942_1698	Q31MJ1	putative transcriptional regulator	
SYNPCC7942_2422-MONOMER	SYNPCC7942_2422	Q31KG7	conserved hypothetical protein	
SYNPCC7942_1697-MONOMER	SYNPCC7942_1697	Q31MJ2	Zn-finger, CDGSH type	
SYNPCC7942_2421-MONOMER	SYNPCC7942_2421	Q31KG8	high-affinity iron transporter	
SYNPCC7942_1696-MONOMER	SYNPCC7942_1696	Q31MJ3	conserved hypothetical protein	
SYNPCC7942_2420-MONOMER	SYNPCC7942_2420	Q56002	serine O-acetyltransferase	CysE
SYNPCC7942_1695-MONOMER	SYNPCC7942_1695	Q31MJ4	conserved hypothetical protein	
SYNPCC7942_2419-MONOMER	SYNPCC7942_2419	Q31KH0	conserved hypothetical protein	OrfG
SYNPCC7942_1694-MONOMER	SYNPCC7942_1694	Q31MJ5	DNA topoisomerase IV, subunit A	ParC
SYNPCC7942_2418-MONOMER	SYNPCC7942_2418	P52691	transcriptional regulator	LrrA
SYNPCC7942_1693-MONOMER	SYNPCC7942_1693	Q31MJ6	response regulator receiver domain protein (CheY-like)	
SYNPCC7942_2417-MONOMER	SYNPCC7942_2417	Q31KH2	SrrA response regulator	SrrA
SYNPCC7942_1692-MONOMER	SYNPCC7942_1692	Q31MJ7	mrr restriction system protein	Mrr
SYNPCC7942_2416-MONOMER	SYNPCC7942_2416	Q31KH3	two component transcriptional regulator, winged helix family	
SYNPCC7942_1691-MONOMER	SYNPCC7942_1691	Q31MJ8	hypothetical protein	
SYNPCC7942_2415-MONOMER	SYNPCC7942_2415	Q31KH4	lysyl-tRNA synthetase	LysS
SYNPCC7942_1690-MONOMER	SYNPCC7942_1690	Q31MJ9	hypothetical protein	
SYNPCC7942_2414-MONOMER	SYNPCC7942_2414	Q31KH5	conserved hypothetical protein	
SYNPCC7942_1689-MONOMER	SYNPCC7942_1689	P27477	rhodanese-like	RdhA
SYNPCC7942_2413-MONOMER	SYNPCC7942_2413	Q31KH6	hypothetical protein	
SYNPCC7942_1688-MONOMER	SYNPCC7942_1688	Q31MK1	thiosulfate ABC transporter, permease protein CysV	CysV
SYNPCC7942_2412-MONOMER	SYNPCC7942_2412	Q31KH7	Band 7 protein	
SYNPCC7942_1687-MONOMER	SYNPCC7942_1687	Q31MK2	thiosulfate ABC transporter, permease protein CysU	CysU
SYNPCC7942_2411-MONOMER	SYNPCC7942_2411	Q31KH8	conserved hypothetical protein	
SYNPCC7942_1686-MONOMER	SYNPCC7942_1686	Q31MK3	thiosulfate-binding protein	SbpB
SYNPCC7942_2410-MONOMER	SYNPCC7942_2410	Q31KH9	conserved hypothetical protein	
SYNPCC7942_1685-MONOMER	SYNPCC7942_1685	P27370	sulfate transport system permease protein CysW	CysW
SYNPCC7942_2409-MONOMER	SYNPCC7942_2409	Q31KI0	adenylosuccinate synthetase	PurA
SYNPCC7942_1684-MONOMER	SYNPCC7942_1684	P27369	transcriptional regulator CysR	CysR
SYNPCC7942_2408-MONOMER	SYNPCC7942_2408	Q31KI1	conserved hypothetical protein	
SYNPCC7942_1683-MONOMER	SYNPCC7942_1683	P27368	conserved hypothetical protein	
SYNPCC7942_2407-MONOMER	SYNPCC7942_2407	Q31KI2	conserved hypothetical protein	
SYNPCC7942_1682-MONOMER	SYNPCC7942_1682	P27367	sulfate transport system permease protein CysT	CysT
SYNPCC7942_2406-MONOMER	SYNPCC7942_2406	Q31KI3	FAD dependent oxidoreductase	
SYNPCC7942_1681-MONOMER	SYNPCC7942_1681	P27366	sulfate transport system sulfate-binding protein	SbpA
SYNPCC7942_2405-MONOMER	SYNPCC7942_2405	Q31KI4	conserved hypothetical protein	
SYNPCC7942_1680-MONOMER	SYNPCC7942_1680	P14788	sulfate transport system ATP-binding protein CysA	CysA
SYNPCC7942_2404-MONOMER	SYNPCC7942_2404	Q31KI5	conserved hypothetical protein	
SYNPCC7942_1679-MONOMER	SYNPCC7942_1679	Q31ML0	photosystem II reaction center W protein	
SYNPCC7942_2403-MONOMER	SYNPCC7942_2403	Q31KI6	conserved hypothetical protein	
CPLX490-89			potassium-transporting ATPase	
SYNPCC7942_1678-MONOMER	SYNPCC7942_1678	Q31ML1	conserved hypothetical protein	
SYNPCC7942_2402-MONOMER	SYNPCC7942_2402	Q31KI7	conserved hypothetical protein	
CPLX490-86			F<sub>0</sub> complex	
SYNPCC7942_1677-MONOMER	SYNPCC7942_1677	Q31ML2	conserved hypothetical protein	
SYNPCC7942_2401-MONOMER	SYNPCC7942_2401	Q31KI8	molecular chaperon	HspA
CPLX490-85			F<sub>1</sub> complex	
SYNPCC7942_1676-MONOMER	SYNPCC7942_1676	Q31ML3	conserved hypothetical protein	
SYNPCC7942_2400-MONOMER	SYNPCC7942_2400	Q31KI9	conserved hypothetical protein	
CPLX490-80			acetolactate synthase	
SYNPCC7942_1675-MONOMER	SYNPCC7942_1675	Q31ML4	conserved hypothetical protein	
SYNPCC7942_2399-MONOMER	SYNPCC7942_2399	Q31KJ0	conserved hypothetical protein	
CPLX490-76			phosphoribosylaminoimidazole carboxylase	
SYNPCC7942_1674-MONOMER	SYNPCC7942_1674	Q31ML5	conserved hypothetical protein	
SYNPCC7942_2398-MONOMER	SYNPCC7942_2398	Q31KJ1	Holliday junction resolvase YqgF	YqgF
CPLX490-70			cytochrome c oxidase	
SYNPCC7942_1673-MONOMER	SYNPCC7942_1673	Q31ML6	conserved hypothetical protein	
SYNPCC7942_2397-MONOMER	SYNPCC7942_2397	Q31KJ2	conserved hypothetical protein	
CPLX490-68			isopropylmalate dehydratase	
SYNPCC7942_1672-MONOMER	SYNPCC7942_1672	Q31ML7	putative carboxypeptidase	
SYNPCC7942_2396-MONOMER	SYNPCC7942_2396	Q31KJ3	HAD-superfamily phosphatase subfamily IIIA	
CPLX490-55			tryptophan synthase	
SYNPCC7942_1671-MONOMER	SYNPCC7942_1671	Q31ML8	potassium-transporting ATPase, C subunit	KdpC
SYNPCC7942_2395-MONOMER	SYNPCC7942_2395	Q31KJ4	conserved hypothetical protein	
CPLX490-53			pyridine nucleotide transhydrogenase	
SYNPCC7942_1670-MONOMER	SYNPCC7942_1670	Q31ML9	hypothetical protein	
SYNPCC7942_2394-MONOMER	SYNPCC7942_2394	Q8L1E4	Na+/H+ antiporter	Nha
CPLX490-5				
SYNPCC7942_1669-MONOMER	SYNPCC7942_1669	Q31MM0	Potassium-translocating P-type ATPase, B subunit	KdpB
SYNPCC7942_2393-MONOMER	SYNPCC7942_2393	Q8L1E5	glutamyl-tRNA synthetase	GltX
CPLX490-40			NAD-reducing hydrogenase HoxS hydrogenase subcomplex	
SYNPCC7942_1668-MONOMER	SYNPCC7942_1668	Q31MM1	potassium-transporting ATPase, A subunit	KdpA
SYNPCC7942_2392-MONOMER	SYNPCC7942_2392	Q31KJ7	conserved hypothetical protein	
CPLX490-38			DNA gyrase	
SYNPCC7942_1667-MONOMER	SYNPCC7942_1667	Q31MM2	UDP-N-acetylmuramoylalanine--D-glutamate ligase	MurD
SYNPCC7942_2391-MONOMER	SYNPCC7942_2391	Q31KJ8	oxidoreductase-like	
CPLX490-3635			ABC type transporter of unknown specificity	
SYNPCC7942_1666-MONOMER	SYNPCC7942_1666	Q31MM3	conserved hypothetical protein	
SYNPCC7942_2390-MONOMER	SYNPCC7942_2390	Q31KJ9	5-oxoprolinase (ATP-hydrolyzing)	OplA
CPLX490-3634			ABC-type uncharacterized transport system	
SYNPCC7942_1665-MONOMER	SYNPCC7942_1665	Q31MM4	probable oxidoreductase	
SYNPCC7942_2389-MONOMER	SYNPCC7942_2389	Q31KK0	Heat shock protein DnaJ-like	
CPLX490-3633			ABC-type transporter for basic amino acids	
SYNPCC7942_1664-MONOMER	SYNPCC7942_1664	Q31MM5	hypothetical protein	
SYNPCC7942_2388-MONOMER	SYNPCC7942_2388	Q31KK1	Oxalate decarboxylase	OxdC
CPLX490-3632			GroES ring	
SYNPCC7942_1663-MONOMER	SYNPCC7942_1663	Q31MM6	conserved hypothetical protein	
SYNPCC7942_2387-MONOMER	SYNPCC7942_2387	Q31KK2	conserved hypothetical protein	
CPLX490-3631			GroEL stacked rings complex	
SYNPCC7942_1662-MONOMER	SYNPCC7942_1662	Q31MM7	cysteinyl-tRNA synthetase	CysS
SYNPCC7942_2386-MONOMER	SYNPCC7942_2386	Q31KK3	hydrogenase expression/formation protein HypD	HypD
CPLX490-3630			GroEL heptamer ring	
SYNPCC7942_1661-MONOMER	SYNPCC7942_1661	Q31MM8	conserved hypothetical protein	
SYNPCC7942_2385-MONOMER	SYNPCC7942_2385	Q31KK4	conserved hypothetical protein	
CPLX490-3629			oligopeptide ABC type transporter	
SYNPCC7942_1660-MONOMER	SYNPCC7942_1660	Q31MM9	potassium-efflux system protein (K(+)/H(+) antiporter)	Kef
SYNPCC7942_2384-MONOMER	SYNPCC7942_2384	Q31KK5		NifJ
CPLX490-3628			sugar ABC transporter	
SYNPCC7942_1659-MONOMER	SYNPCC7942_1659	Q31MN0	nitroreductase	
SYNPCC7942_2383-MONOMER	SYNPCC7942_2383	Q31KK6	Nucleotide binding protein, PINc	
CPLX490-3627			type I restriction-modification	
SYNPCC7942_1658-MONOMER	SYNPCC7942_1658	Q31MN1	conserved hypothetical protein	
SYNPCC7942_2382-MONOMER	SYNPCC7942_2382	Q31KK7	Putative oxygen-independent coproporphyrinogen III oxidase	HemN
CPLX490-3626			glycolipid ABC exporter	
SYNPCC7942_1657-MONOMER	SYNPCC7942_1657	Q31MN2	hypothetical protein	
SYNPCC7942_2381-MONOMER	SYNPCC7942_2381	Q31KK8	3-methyl-2-oxobutanoate hydroxymethyltransferase	PanB
CPLX490-3625			ABC type manganese transport system	
SYNPCC7942_1656-MONOMER	SYNPCC7942_1656	Q31MN3	catalase/peroxidase monomer	KatG
SYNPCC7942_2380-MONOMER	SYNPCC7942_2380	Q31KK9	conserved hypothetical protein	
CPLX490-3624			ABC-type manganese transport system	
SYNPCC7942_1655-MONOMER	SYNPCC7942_1655	Q31MN4	hypothetical protein	
SYNPCC7942_2379-MONOMER	SYNPCC7942_2379	O85786	Phosphomethylpyrimidine kinase	ThiD
CPLX490-3623			Sec-independent protein translocase	
SYNPCC7942_1654-MONOMER	SYNPCC7942_1654	Q31MN5	conserved hypothetical protein	
SYNPCC7942_2378-MONOMER	SYNPCC7942_2378	O85785	cell division protein FtsZ	FtsZ
CPLX490-3619			RNA polymerase &beta;'-Z complex	
SYNPCC7942_1653-MONOMER	SYNPCC7942_1653	Q31MN6	Putative uncharacterized protein	
SYNPCC7942_2377-MONOMER	SYNPCC7942_2377	Q31KL2	cell division protein FtsQ	FtsQ
CPLX490-3618			cytochrome d ubiquinol oxidase	
SYNPCC7942_1652-MONOMER	SYNPCC7942_1652	Q31MN7	Radical SAM domain protein	
SYNPCC7942_2376-MONOMER	SYNPCC7942_2376	Q31KL3	conserved hypothetical protein	
CPLX490-3617			uvrAB complex	
SYNPCC7942_1651-MONOMER	SYNPCC7942_1651	Q31MN8	glycosyl transferase, WecB/TagA/CpsF family	
SYNPCC7942_2375-MONOMER	SYNPCC7942_2375	Q31KL4	D-alanine--D-alanine ligase	Ddl
CPLX490-3616			UvrABC DNA repair system	Excinuclease ABC
SYNPCC7942_1650-MONOMER	SYNPCC7942_1650	Q31MN9	phosphorylase kinase	
SYNPCC7942_2374-MONOMER	SYNPCC7942_2374	Q31KL5	Protein of unknown function UPF0004	
CPLX490-3615			condensin	
SYNPCC7942_1649-MONOMER	SYNPCC7942_1649	Q31MP0	rubrerythrin	Rbr
SYNPCC7942_2373-MONOMER	SYNPCC7942_2373	Q31KL6	conserved hypothetical protein	
CPLX490-3614			glycine cleavage complex	
SYNPCC7942_1648-MONOMER	SYNPCC7942_1648	Q31MP1	putative ferric uptake regulator, FUR family	
SYNPCC7942_2372-MONOMER	SYNPCC7942_2372	Q31KL7	conserved hypothetical protein	
CPLX490-3613			RNA polymerase sigma SigI holoenzyme	
SYNPCC7942_1647-MONOMER	SYNPCC7942_1647	Q31MP2	conserved hypothetical protein	
SYNPCC7942_2371-MONOMER	SYNPCC7942_2371	Q31KL8	acyl-(acyl-carrier-protein)--UDP-N- acetylglucosamine O-acyltransferase	
CPLX490-3612			RNA polymerase sigma SigG holoenzyme	
SYNPCC7942_1646-MONOMER	SYNPCC7942_1646	Q31MP3	conserved hypothetical protein	
SYNPCC7942_2370-MONOMER	SYNPCC7942_2370	Q31KL9	hypothetical protein	
CPLX490-3611			RNA polymerase sigma sigF holoenzyme	
SYNPCC7942_1645-MONOMER	SYNPCC7942_1645	Q31MP4	Ribonuclease III	
SYNPCC7942_2369-MONOMER	SYNPCC7942_2369	Q31KM0	multidrug efflux transport	AcrF
CPLX490-3610			RNA polymerase sigma sigF holoenzyme	
SYNPCC7942_1644-MONOMER	SYNPCC7942_1644	Q31MP5	conserved hypothetical protein	
SYNPCC7942_2368-MONOMER	SYNPCC7942_2368	Q31KM1	Secretion protein HlyD	
CPLX490-3609			RNA polymerase sigma rpoD6 holoenzyme	
SYNPCC7942_1643-MONOMER	SYNPCC7942_1643	Q31MP6	diguanylate cyclase (GGDEF domain) with GAF sensor	
SYNPCC7942_2367-MONOMER	SYNPCC7942_2367	Q31KM2	conserved hypothetical protein	
CPLX490-3608			RNA polymerase sigma rpoD5 holoenzyme	
SYNPCC7942_1642-MONOMER	SYNPCC7942_1642	Q31MP7	conserved hypothetical protein	
SYNPCC7942_2366-MONOMER	SYNPCC7942_2366	Q31KM3	hypothetical protein	
CPLX490-3607			RNA polymerase sigma rpoD4 holoenzyme	
SYNPCC7942_1641-MONOMER	SYNPCC7942_1641	Q31MP8	hypothetical protein	
SYNPCC7942_2365-MONOMER	SYNPCC7942_2365	Q31KM4	peptide chain release factor 3 Small GTP-binding protein domain	PrfC
CPLX490-3606			RNA polymerase sigma rpoD3 holoenzyme	
SYNPCC7942_1640-MONOMER	SYNPCC7942_1640	Q31MP9	conserved hypothetical protein	
SYNPCC7942_2364-MONOMER	SYNPCC7942_2364	Q31KM5	conserved hypothetical protein	
CPLX490-3605			RNA polymerase sigma B	
SYNPCC7942_1639-MONOMER	SYNPCC7942_1639	Q31MQ0	ATPase	
SYNPCC7942_2363-MONOMER	SYNPCC7942_2363	Q31KM6	conserved hypothetical protein	
CPLX490-3604			RNA polymerase sigma rpoD1 holoenzyme	
SYNPCC7942_1638-MONOMER	SYNPCC7942_1638	Q31MQ1	conserved hypothetical protein	
SYNPCC7942_2362-MONOMER	SYNPCC7942_2362	Q31KM7	<em>all</em>-<em>trans</em>-nonaprenyl-diphosphate synthase [geranyl-diphosphate specific]	HepB
CPLX490-3603				
SYNPCC7942_1637-MONOMER	SYNPCC7942_1637	P11005	photosystem II D2 protein	
SYNPCC7942_2361-MONOMER	SYNPCC7942_2361	Q31KM8	Glutamate racemase	MurI
CPLX490-3602			ATP synthase F<sub>0</sub>, peripheral stalk	
SYNPCC7942_1636-MONOMER	SYNPCC7942_1636	Q31MQ3	pterin-4a-carbinolamine dehydratase	PhhB
SYNPCC7942_2360-MONOMER	SYNPCC7942_2360	Q31KM9	N-acetylmuramoyl-L-alanine amidase	
CPLX490-3601			&alpha;<sub>3</sub>&beta;<sub>3</sub> cylinder	
SYNPCC7942_1635-MONOMER	SYNPCC7942_1635	Q31MQ4	probable porin; major outer membrane protein	
SYNPCC7942_2359-MONOMER	SYNPCC7942_2359	Q31KN0	Na+/H+ antiporter	
CPLX490-3600			ATP synthase Fo, C subunit rotor complex	
SYNPCC7942_1634-MONOMER	SYNPCC7942_1634	Q31MQ5	conserved hypothetical protein	
SYNPCC7942_2358-MONOMER	SYNPCC7942_2358	Q31KN1	nitrilase-like	
CPLX490-3599			glutamine synthase type I dodecamer	
SYNPCC7942_1633-MONOMER	SYNPCC7942_1633	Q31MQ6	conserved hypothetical protein	
SYNPCC7942_2357-MONOMER	SYNPCC7942_2357	Q31KN2	conserved hypothetical protein	
CPLX490-3598			glutamine synthase type I hexamer	
SYNPCC7942_1632-MONOMER	SYNPCC7942_1632	Q31MQ7	conserved hypothetical protein	
SYNPCC7942_2356-MONOMER	SYNPCC7942_2356	Q31KN3	putative transcriptional regulator, Crp/Fnr family	
CPLX490-3597			glutamine synthetase, type IV	
SYNPCC7942_1631-MONOMER	SYNPCC7942_1631	Q31MQ8	TPR repeat	
SYNPCC7942_2355-MONOMER	SYNPCC7942_2355	Q31KN4	conserved hypothetical protein	
CPLX490-3596			glutamine synthetase	
SYNPCC7942_1630-MONOMER	SYNPCC7942_1630	P25935	cytochrome c553	PetJ
SYNPCC7942_2354-MONOMER	SYNPCC7942_2354	Q31KN5	Peptidylprolyl isomerase	PpiB
CPLX490-3595				
SYNPCC7942_1629-MONOMER	SYNPCC7942_1629	Q31MR0	conserved hypothetical protein	
SYNPCC7942_2353-MONOMER	SYNPCC7942_2353	Q31KN6	lipoyl(octanoyl) transferase	LipB
CPLX490-3593			neutural amino acids ABC permease	
SYNPCC7942_1628-MONOMER	SYNPCC7942_1628	Q31MR1	conserved hypothetical protein	
SYNPCC7942_2352-MONOMER	SYNPCC7942_2352	Q31KN7	putative sigma 54 modulation protein/ribosomal protein S30EA	YfiA
CPLX490-3587			preprotein translocase complex	
SYNPCC7942_1627-MONOMER	SYNPCC7942_1627	Q31MR2	hypothetical protein	
SYNPCC7942_2351-MONOMER	SYNPCC7942_2351	Q31KN8	Protein of unknown function DUF111	
CPLX490-3586			protein translocation complex	
SYNPCC7942_1626-MONOMER	SYNPCC7942_1626	Q31MR3	conserved hypothetical protein	
SYNPCC7942_2350-MONOMER	SYNPCC7942_2350	Q31KN9	Translation factor SUA5	
CPLX490-3585			CupB complex	
SYNPCC7942_1625-MONOMER	SYNPCC7942_1625	Q31MR4	probable glycosyltransferase	
SYNPCC7942_2349-MONOMER	SYNPCC7942_2349	Q31KP0	twitching motility protein	
CPLX490-3584			succinate dehydrogenase	
SYNPCC7942_1624-MONOMER	SYNPCC7942_1624	Q31MR5	riboflavin synthase, alpha subunit	RibC
SYNPCC7942_2348-MONOMER	SYNPCC7942_2348	Q31KP1	S-adenosylmethionine	QueA
CPLX490-3583			succinate dehydrogenase AB complex	
SYNPCC7942_1623-MONOMER	SYNPCC7942_1623	Q31MR6	conserved hypothetical protein	
SYNPCC7942_2347-MONOMER	SYNPCC7942_2347	Q31KP2	conserved hypothetical protein	
CPLX490-3582			anthranilate synthase	
SYNPCC7942_1622-MONOMER	SYNPCC7942_1622	Q31MR7	probable proteinase	
SYNPCC7942_2346-MONOMER	SYNPCC7942_2346	Q31KP3	HAD-superfamily subfamily IA	
CPLX490-3580			SphS histidine kinase	
SYNPCC7942_1621-MONOMER	SYNPCC7942_1621	Q31MR8	Elongator protein 3/MiaB/NifB	
SYNPCC7942_2345-MONOMER	SYNPCC7942_2345	O05161	conserved hypothetical protein YCF65	
CPLX490-3576			NblS histidine kinase	
SYNPCC7942_1620-MONOMER	SYNPCC7942_1620	Q31MR9	ATPase	
SYNPCC7942_2344-MONOMER	SYNPCC7942_2344	Q31KP5	conserved hypothetical protein	
CPLX490-3574			SasA histidine kinase	
SYNPCC7942_1619-MONOMER	SYNPCC7942_1619	Q31MS0	metal-binding possibly nucleic acid-binding protein-like	
SYNPCC7942_2343-MONOMER	SYNPCC7942_2343	P95823	PsaI	
CPLX490-3573			glutamyl-tRNA(Gln) amidotransferase	
SYNPCC7942_1618-MONOMER	SYNPCC7942_1618	Q31MS1	Single-stranded nucleic acid binding protein R3H	
SYNPCC7942_2342-MONOMER	SYNPCC7942_2342	P95822	PsaL	photosystem I reaction center subunit XI
CPLX490-3572			type 2 NADH dehydrogenase NdbC complex	
SYNPCC7942_1617-MONOMER	SYNPCC7942_1617	Q31MS2	inner membrane protein-like	
SYNPCC7942_2341-MONOMER	SYNPCC7942_2341	P72549	cobalt transport system permease protein	
CPLX490-3571			demethylphylloquinone dehydrogenase	
SYNPCC7942_1616-MONOMER	SYNPCC7942_1616	Q31MS3	conserved hypothetical protein	
SYNPCC7942_2340-MONOMER	SYNPCC7942_2340	Q31KP9	GTP-binding protein	EngA
CPLX490-3570			type 2 NADH dehydrogenase NdbA complex	
SYNPCC7942_1615-MONOMER	SYNPCC7942_1615	Q31MS4	ribonuclease P protein component	RnpA
SYNPCC7942_2339-MONOMER	SYNPCC7942_2339	Q31KQ0	D,D-heptose 1,7-bisphosphate phosphatase	RfaE
CPLX490-3569			putative multicomponent Na+:H+ antiporter	
SYNPCC7942_1614-MONOMER	SYNPCC7942_1614	Q31MS5	50S ribosomal subunit protein L34	RpmH
SYNPCC7942_2338-MONOMER	SYNPCC7942_2338	Q31KQ1	conserved hypothetical protein	
CPLX490-3568			pyruvate dehydrogenase complex	
SYNPCC7942_1613-MONOMER	SYNPCC7942_1613	Q31MS6	conserved hypothetical protein	
SYNPCC7942_2337-MONOMER	SYNPCC7942_2337	Q31KQ2	N-acetylmuramoyl-L-alanine amidase, family 2	
CPLX490-3567			pyruvate dehydrogenase complex E3 component	
SYNPCC7942_1612-MONOMER	SYNPCC7942_1612	Q31MS7	pyridine nucleotide transhydrogenase alpha subunit	PntA
SYNPCC7942_2336-MONOMER	SYNPCC7942_2336	Q31KQ3	hypothetical protein	
CPLX490-3566			pyruvate dehydrogenase complex E2 component	
SYNPCC7942_1611-MONOMER	SYNPCC7942_1611	Q31MS8	nicotinamide nucleotide transhydrogenase alpha subunit-like	
SYNPCC7942_2335-MONOMER	SYNPCC7942_2335	Q59943	fructose-1,6-bisphosphatase I monomer	Fbp
CPLX490-3565			pyruvate dehydrogenase complex E1 component	
SYNPCC7942_1610-MONOMER	SYNPCC7942_1610	Q31MS9	pyridine nucleotide transhydrogenase beta subunit	PntB
SYNPCC7942_2334-MONOMER	SYNPCC7942_2334	P29686	glucose-6-phosphate 1-dehydrogenase subunit	Zwf
CPLX490-3564			MinCD	
SYNPCC7942_1609-MONOMER	SYNPCC7942_1609	Q31MT0	ribonucleoside-diphosphate reductase	NrdJ
SYNPCC7942_2333-MONOMER	SYNPCC7942_2333	Q54709	OxPP cycle protein OpcA	OpcA
CPLX490-3563			ClpC-ClpS complex	
SYNPCC7942_1608-MONOMER	SYNPCC7942_1608	Q31MT1	Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	ManC
SYNPCC7942_2332-MONOMER	SYNPCC7942_2332	Q54710	PetD	cytochrome b6-f complex subunit 4
CPLX490-3562			ClpS2 hexamer	
SYNPCC7942_1607-MONOMER	SYNPCC7942_1607	Q9KHA8	probable porin; major outer membrane protein	
SYNPCC7942_2331-MONOMER	SYNPCC7942_2331	Q54711	PetB	cytochrome <i>b</i><sub>6</sub>
CPLX490-3561			ClpS1 hexamer	
SYNPCC7942_1606-MONOMER	SYNPCC7942_1606	Q31MT3	Beta-Ig-H3/fasciclin	
SYNPCC7942_2330-MONOMER	SYNPCC7942_2330	Q31KQ9	carboxyl-terminal protease	CtpA
CPLX490-3560			ClpC hexamer	
SYNPCC7942_1605-MONOMER	SYNPCC7942_1605	Q31MT4	conserved hypothetical protein	
SYNPCC7942_2329-MONOMER	SYNPCC7942_2329	Q31KR0	metal dependent phosphohydrolase	
CPLX490-3559			ClpX hexamer	
SYNPCC7942_1604-MONOMER	SYNPCC7942_1604	Q31MT5	conserved hypothetical protein	
SYNPCC7942_2328-MONOMER	SYNPCC7942_2328	Q31KR1	TPR repeat	
CPLX490-3557			ClpP3/R heptamer	
SYNPCC7942_1603-MONOMER	SYNPCC7942_1603	Q31MT6	beta-lactamase	AmpC
SYNPCC7942_2327-MONOMER	SYNPCC7942_2327	Q31KR2	conserved hypothetical protein	
CPLX490-3555			ClpP1/P2 heptamer	
SYNPCC7942_1602-MONOMER	SYNPCC7942_1602	Q31MT7	RNA methyltransferase TrmH, group 1	
SYNPCC7942_2326-MONOMER	SYNPCC7942_2326	Q31KR3	conserved hypothetical protein	
CPLX490-3554			ClpP3/R protease	
SYNPCC7942_1601-MONOMER	SYNPCC7942_1601	Q31MT8	conserved hypothetical protein	
